search_keyword,title,source,country,bias,final_score,vader_score,sentistrength_score,google_score,huggingface_score,sentiment,url,analysis_time
World Trade Organization,Feds bust massive alleged Guatemalan human smuggling ring operating out of California,Fox News,US,conservative,0.32473500178813935,0.13245,0.6,0.15000000596046448,0.007777035236358643,매우 부정적,https://news.google.com/rss/articles/CBMirgFBVV95cUxPZVp1Z0lYOURTd18zYXhUa3ZZaEdDanMxc25qalc3a0tiNmJIUFJIQzZuRDdDd25fVV9qZDBadEgydnBBYmZ3MmJ4U3dSVTVkY013SDQxcDNxdVAyUy1zMTVEZmpZazZ5dlFILXpUbmZCN2stb01zUzYzZ3NGVzlaandaNFpFZ29ObmNPbklWbzFCc0F0aUJuNFpDSWc1T0lTR2NWVm5IMHRrQndGc3fSAbMBQVVfeXFMUF8tSVR3em4tMnVjYVdyUWVaY2JoaWVBcy1rR3dQZ1Zfb1hLekJEVTM4Vm9oU2ZvX1d5cUtLRmYyU0VpLUxibmUtOV9hUUVTb1J5YTZzcndaLThhLVA1VlVXNlc4V3lHU096RW1nOW1rdVpVQmtYLXM5RF9fazljaHIzQVhtTlVTMkJOV3B5TEtWT29FVW5WdEltdVd6T08xNFZuX3l2VVZvRVBwTDQ0LUhLVGs?oc=5,2025-03-12 01:54:33
World Trade Organization,"Tesla vehicles, charging stations targeted as protesters denounce DOGE, Elon Musk",Fox News,US,conservative,0.33524999642372133,0.1175,0.6,0.19999998807907104,0.011095941066741943,매우 부정적,https://news.google.com/rss/articles/CBMipgFBVV95cUxQYUJIZzJhNnAtekpqdWtLZjlfX2dsbjVQa2VtUTNmSFNUUTZEMTZHbjlMeTJoTVRsR0pDd3ZPT1VoQ1BWdU9fdUZMd29tVW5JR2twSUFEcndma2lJZTBYS3BxLW5OVjBDaERReVBjVHBHajE5U20xS1pwQllvMnVma0dUYWRoVVZvRVpfeW5WZ3hGM3locThCYm4wTnVraGZHUGhQVURn0gGrAUFVX3lxTE81NUIzUElMX0NBMzMwLWc5OFE1Xzhmc0kxU3U2aVpsVVFIUDZOWFl3WUFfRFRhbzI5YmZlNmxMR0JtaXJSczNrcGlnWWlkcHpCZ202bmRtTS1DRFU1Nml1VlVxei16dXRhNTl6cHFDelVxUzhpRTUxOFJtRU9fZHFFSU9jWHF0aVZGX3ZBV0NPUWN1X2ZXSkdIWHFzNVEyUHhHaGxuZTZDQllWbw?oc=5,2025-03-12 01:54:33
World Trade Organization,Trade tariffs are the new normal – and that’s unlikely to be positive for Australia | Sally Auld,The Guardian,UK,liberal,0.6353000017881394,0.901,0.8,0.15000000596046448,0.0018404126167297363,긍정적,https://news.google.com/rss/articles/CBMizwFBVV95cUxQZnJObFRybXRfVHJIcUtXYlcyYl9uRnJJQ3pRam5tNUEtVnZPUUFSUXJCYmtpU0toRjl5bEtSTHk1OVZhWExnWXJ1NlFxcm9uYnhFRUREWDF0RTBwbHphTnR6SlFEZFJqNmlacVZNNHZYQVdoR0thME1NQ3I5TFNvbXhHeDZSTW93emxuSXNlYk82LUVaLXpCWXFvUnhjQW83MXJ6NTFGLW94eUczaDJxRFgxQTBTN1pPNmRmT2VXcC12YklrQW5IeXBqdlBaNWc?oc=5,2025-03-12 01:54:33
World Trade Organization,Trump said Zelenskyy ‘does not have the cards’. But how well is he playing his own hand? | Olga Chyzh,The Guardian,UK,liberal,0.7086099997764825,0.9787,0.7,0.44999999925494194,0.0015165209770202637,매우 긍정적,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOSTkzVDJzbFZ4U3NQd3VvMG1sS3J5ZHRablFJcndFaTRsY3dGaWRackFRbjFfaHBrSkU1S1lBci1EVGthaEFZblpTYl9xWkFrSlFLX2FiQ0VnR1VOUldvbDdJSmUtaFgzZFpnSHp6UEhzNk5Hd2RJTTZrZ0ZfTjdzdlB6bXBvejhZUW5WQkhjcjB4bXM2XzJiQVFPdkw0azRjY2prNzJfN28?oc=5,2025-03-12 01:54:33
World Trade Organization,"The founding fathers baked reason, truth and free speech into the US. That’s all gone now | Will Hutton",The Guardian,UK,liberal,0.6671049982118606,0.94035,0.7,0.3499999940395355,0.0005246996879577637,매우 긍정적,https://news.google.com/rss/articles/CBMisAFBVV95cUxPOWtaR2IxUXJxNkt3NFRYT09rZXhiQjQwZWNPeHJtWnU4SUdzZzVPZkZDSFpKSzdXeDJHWndTeWxpTm1jMGl1dG5yWVI0YWJ0Qk5YclJWcjZTdUNpNTh0SDdlZXRQMDdmYlNWVEJaeUxHaUdDSm9pX0pacDh5T1NqMkd5VWp6TGU4eVNyUlFHejlQZU5jSHFwTjVobmtGeDJCLUZOeDJzbGpQX1RMOTNxUw?oc=5,2025-03-12 01:54:33
World Trade Organization,Trump Picks Another Trade Fight With Canada Over Lumber,The New York Times,US,liberal,0.4594650002235174,0.18155,0.6,0.5500000007450581,0.001814424991607666,중립적,https://news.google.com/rss/articles/CBMiigFBVV95cUxOTWN4T2oycXlYREtBbmxNd0w0TF9PaUtwUXFPZkVjcUdSc3BtVy1JWkUweEpVME14NVpYZ0RRN1k1bEtYaWhkdndxSm9jME1kc2U1ZklHVTh4T2RTbkVnV0NhZUZ4bHM5LWhQTmZsN1NNRzhobWdLVmRYUmRnTk9RTllWUzZ3bWF6MXc?oc=5,2025-03-12 01:54:33
World Trade Organization,Trump to Pause Auto Tariffs for One Month as Other Levies Continue,The New York Times,US,liberal,0.5950000002235174,0.5,0.7,0.5500000007450581,0.00139695405960083,긍정적,https://news.google.com/rss/articles/CBMingFBVV95cUxPRjY0a3dPRWNRUzd6TjN0VzkzWVROUHcwUzFSYlFfZG5oRWxzbmZNVWpfczFpcTlrbV9wejlrc0xFcGRCWWd4U2dyVUJNQlZaMGVad0ZzN1hwS0dnQlo2RDRYLURfeEExTDJzcmxCY1ZhMkI4OE5kWS14dGF0U2Q0R09IWTAzUmNrbURTVm4wb3JCU2o5b1d1eDVGMUdpUQ?oc=5,2025-03-12 01:54:33
World Trade Organization,Opinion | The World Can’t Keep Fishing Like This (Published 2022),The New York Times,US,liberal,0.63186,0.8062,0.6,0.5,0.0008632540702819824,긍정적,https://news.google.com/rss/articles/CBMic0FVX3lxTE5OZ1Mwa1c2N1lobEF1RGtsWXlRQm93OGNoMnRieFpRZ2cwNzdQdHJZdVhWXy1FYlFyaGlkcG12VUVRVVBIeE9zMFV4U2lTQm5MUXo3ZFg2SU1VblB2Q0U3RnRlMjhUTTdUdG5UOTBCaGVHY0k?oc=5,2025-03-12 01:54:33
World Trade Organization,Trump tariff war wipes out Wall Street’s post-election gains,The Telegraph,UK,conservative,0.31740999955296517,0.12469999999999998,0.4,0.3999999985098839,0.0006949901580810547,매우 부정적,https://news.google.com/rss/articles/CBMirAFBVV95cUxPUUNUcWh1Wk5RdEdqbE5tV0xEX25oVUFYN3VYcWtUbzBXWkI2TDBXLTB6VjNMSk9UcGhQXzNuY2R2bUlWTnJBd2QwdThyWTc0akh0RHNaWDVTbzNWOFBJLXpYenRTdE02RTFIUDNVaEFEdUZMaWZuQUZtYjRmOE05T1AzRTc5UVFKMGdTSkFQZXA0WnU1WGdkZjVYZVZIdzQ1Yy1pWHgzcDlYb0xn?oc=5,2025-03-12 01:54:33
World Trade Organization,China says it is ‘ready for war’ with America,The Telegraph,UK,conservative,0.4600000000000001,0.5,0.4,0.5,0.003003835678100586,중립적,https://news.google.com/rss/articles/CBMirwFBVV95cUxQX1VVb2xWR3NKdXcxekxLaWo3ZGh6ME1lOHNkaTZMajVFSVUxb1ZhaDhpdXVVZEpVajBpb3JidWNSRjByZHNUVUZxSzFhVnVYQVk1RnhOQjJTOWhJZ2dDSTVFZDRyS2E3bE15M2hkUnVQOU1jWXVwVkNpcS1YWWJaX3NZZmtCMWFFVUhlVjRxQVlxSERURWhXYVduS1hyLTBVT2p2YmMxWFdlbU4ta24w?oc=5,2025-03-12 01:54:33
World Trade Organization,Donald Trump is giving the euro a chance to dethrone the dollar,The Telegraph,UK,conservative,0.656745,0.88915,0.6,0.5,0.0019411444664001465,매우 긍정적,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdUJVc2FLUXBwTDNzRFZBd3g1OHRacHktSERJOGtlbzM5eUttRW8yYTZmZnpyQXV4dzJSdFhRUWktSVJWMW5OSUhMZkh2YXUybmN3b3dCa3Q1bjV6WGRaRko3NVdlZnhzdG4wVlY2Y0FrcFNhanZLRUV4ZGlwelhsUHZTSS0tWHl3cms3NVBxdUgwbFh0S3BBTlZwMDZRYngtTERYOTdkcTQ0aTQ?oc=5,2025-03-12 01:54:33
tariff,Trump threatens new tariffs on Canada and warns he will shut down its auto industry,CNN,US,liberal,0.24724000178813937,0.14079999999999998,0.4,0.15000000596046448,0.0014976263046264648,매우 부정적,https://news.google.com/rss/articles/CBMie0FVX3lxTE83OXRJd3I3ajlvZFp6VFBtZ3ZKQTlpLXBHN0J2dnRZdWM4QUlJN2RpZHluM2ExQkNyMG5JNWRiRFpxeHctb0o3VFVIVWZ0a2RGRlFrSy1JT1FGNEstOXkwSENySHhveXlZcTRXTUw3N0ltV3JoVDlIRVBab9IBckFVX3lxTE85dmMyYlhCZmFEeDNKdHB0bGd3OGMyR01iR2VxYjI0MlJUQ0pBX2NUQVJaY3hlNFNCVmdiMmZNUWZDLWtUYVNGTmlKMDRLYm5Qd01UQVZHZ0hoUGR2WkV5S1JpRlVTaUEwc01zejVfeDhIQQ?oc=5,2025-03-12 01:54:33
tariff,What Trump actually wants from tariffs,CNN,US,liberal,0.47999999910593033,0.5,0.6,0.29999999701976776,0.0015513896942138672,중립적,https://news.google.com/rss/articles/CBMif0FVX3lxTFB5S0dwclgzWTlEelp0elhOVWZ3bko5a2tMcnBJT3RzY2I5bklQeXgzd0hFODhuQ2kwaDhOWHZ4Wmd4cHdoaEJtWk5YaUI4M3E4SnhGTDY3TERCblZadUZTd2pwLW1SUnhqdmJfRXB2MUJDaHVpcGRpZzBpUTJ5dFU?oc=5,2025-03-12 01:54:33
tariff,Live updates: Trump tariff threats; Government funding bill House vote; US-Ukraine talks,CNN,US,liberal,0.34287999977648265,0.15960000000000002,0.4,0.44999999925494194,0.0030020475387573242,매우 부정적,https://news.google.com/rss/articles/CBMiogFBVV95cUxObVdNTk51MWxIQ2ZucDdUS3RtNlM0YjdnVmJIODducDF4Vy1YbVVNbUtyMFlLblJlSXZKS1lCd3lzYlM0MnVnS2YzZTRFRG5maGNZb3p2czRuMHlMSFhTZ09VajQ2bmhPRDJkSVNDMUNublBfdVVXMWlxNTJQcks2SjI1Z0JWNkVhNHhtSERZQlN4N2tuS1E2Ul9zMnU3U1RsdFE?oc=5,2025-03-12 01:54:33
tariff,Trump says intel pause on Ukraine has been 'just about' lifted; says tariffs will make America rich,Fox News,US,conservative,0.6036099991059303,0.7787,0.7,0.29999999701976776,0.04702359437942505,긍정적,https://news.google.com/rss/articles/CBMiqwFBVV95cUxON3JrOWxSMm11UFdDSE0yM01zdzNSWHBrZmZVQ2ZHRDVROC1YcFhIWldVRXpfZWEzSHZfeGt4LTNrUWxZMTB4TUZyZVU4WERvWEQ3eldneklSZmlsUzQ0d21QZ1c2SjM2WmM5N2xpOWdhM19GN2xnQ0tCUU1vMlpFeVFBMTAxeFFGWjdsYkpMaDJ2VzhSRE94anZxektfZkNNeXROYTJ5RUZtNGPSAbABQVVfeXFMUHY0cjhxWFRvTXdILW9YMmw1MHlHTHFIWUg1N2IxcGxqWXJhb25rMS1HOWVwUTBGLWRES0hrLWFWSTlYQ1ZVdHhJbFdCWFpqajNHVWJlb0F2OFdwLWFVZV9qaUpCdGJnVmdKZnM0ZVVvbFI5SUlhN2w4bzRLZTNvMG5FeGtMQnNhR3FoaFF2elRCdmZOY1QzMVU0ZUVjVjhORGY0MllOTEJPUS1rcFl0cm0?oc=5,2025-03-12 01:54:33
tariff,DAVID MARCUS: Confusion reigns as Canadians confront Trump’s tariffs,Fox News,US,conservative,0.3399549997764826,0.14984999999999998,0.4,0.44999999925494194,0.0016440749168395996,매우 부정적,https://news.google.com/rss/articles/CBMimwFBVV95cUxQTmN6UVB5OTVXREVIUXplQl8zY2xFOENqRUdFcWIyekhVd0xDLUdEQkRXLUNUR1J0cVFydUtBTkZCYXZqbUtNc0ljd0Z0WTlEZzE3eFRBX1lUalZ4VXNXTUVDZ2VTbXFhdUFQWi1mN014STRBbXdXWVhXU2t2X3JGMno2bzdONVJ4Z3dneVdTNVNPeUFMT2RLMVBmMA?oc=5,2025-03-12 01:54:33
tariff,Trump says tariff tension will make 2026 World Cup 'more exciting',Fox News,US,conservative,0.5508600002235173,0.4862,0.6,0.5500000007450581,0.03774666786193848,긍정적,https://news.google.com/rss/articles/CBMilAFBVV95cUxOemJQZmtJMXh2T0czS1lxOEVidjNhTmE2bEJNYWotU2FjMTZRQkdNaGNwNnFQRVJ3MWF6Z1BQQ2dXVmRhN1lueDNpWVRNa2VNZHJDY3g0S3M1N2RGVXBkcUIxcHNlUEZXb1hfZDVPWkRUbmhmUEJfMDJOUFlkakkxU0pjamxaR00xWXJYX05qVTJIeXdt0gGaAUFVX3lxTE5yWkRxYmhmS09ocnJEV1lKMkhzUmJ2eXQwOWROM0Y5dWpWcjYxS2JVek9VcW5GN3JrRDE4MWhXWEZFTjNBa1BCdFNqNnpkcUt2bS16Z0hKYnVWREc2eFBtTGxDcXNKai14WUM2RlpPRjJxb3R3WVhWMFpMWTFjRVRHWEdyRmFzWnBpUnZmQjl2V296MzBMdzFvUWc?oc=5,2025-03-12 01:54:33
tariff,Stock market sell-off deepens after Trump doubles tariffs on Canadian steel and aluminium imports to 50% – business live,The Guardian,UK,liberal,0.5499999995529651,0.5,0.7,0.3999999985098839,0.010814666748046875,중립적,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNQldhNDdmZnpBdTlTUlhweDBFYTdBbWxqMldXUjEyZDZEaFloakl4UTBkSkJQYnpVbFFNLXNWTXlxeU1kNzBXYjAtMkdsdzl0NEJYa3VvejlxN2hLdlNILVI4MWg1aUlyZlZvQm5XN0pSM3dfTDJuUy1mYnRzVGVMbk1Ubm9fbE1VbFNQejVKMlFpOXkwRUMtbGl5Y0pvNWNLVTNqYTJIdzdodXR4ZjM4SGRxQ3VoWHhWUDdKTzlrTE5rQ2VqUnlDRU5scTlTQ0pZaHdnZGo5QUVpNWh6WHVhajk3cnZvUGV3Q0dVSWFSck0?oc=5,2025-03-12 01:54:33
tariff,Starmer to avoid immediate counter-tariffs if Trump puts levies on UK steel,The Guardian,UK,liberal,0.39099499955296513,0.23665000000000003,0.5,0.3999999985098839,0.0016668438911437988,부정적,https://news.google.com/rss/articles/CBMiowFBVV95cUxOSGw4eHVTZnBld0ViSFJZX0lrSXVRemM0ak5YZTVGZHdOYlBIM2lTTktIRUlISEJxb1VXSTYwVkYwVnZDalF6bjZ3T1dWMDhJZ1p1enV4enVsMjdYbnBBemJLVjFUOG5wd1RjMUkyVGpGelNlRlRoVUVseG5Mc2JXOS1sTjZuel9JOEkyc0g4V1NNaENhbjNscm1JSHlNYmFxQ1Nv?oc=5,2025-03-12 01:54:33
tariff,Global stock markets register heavy falls as White House tries to talk up Trump tariffs,The Guardian,UK,liberal,0.47999999910593033,0.5,0.6,0.29999999701976776,0.00023227930068969727,중립적,https://news.google.com/rss/articles/CBMiggFBVV95cUxQSmwxU1J6SVBSelA5SmRmY3I4Q20wSmVaMlhmaURaOE5UM0ZYTUlaMFNCcUpxLVI1NUNNN2RlZ3RwaUpZbkIwYlRyUkpLUnpwcnVrRHB6aVJUUlhNbFF3WEFwU1poRjc3YmFFS0FrR1ZVX3pUSmlCY29kNWdsbUE2b1Vn?oc=5,2025-03-12 01:54:33
tariff,"Trump Live Updates: Stock Market News, Canada Tariffs and More",The New York Times,US,liberal,0.5550000002235174,0.5,0.6,0.5500000007450581,0.0023036599159240723,긍정적,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9IdnlhVTZIdTlfVGhRQWZnTGJQZFhlUXFkV0FPbU9hQlllSEFVcjJrdm5NanhtMXZJaWI2MV8wVU1adjNMTEM0Q0J1N1lBYVh4MFVHTmNOZ0dnNExpS2hBUHM3Yw?oc=5,2025-03-12 01:54:33
tariff,Trump Doubles Tariffs on Canadian Steel and Aluminum and Presses It to Join U.S.,The New York Times,US,liberal,0.619005,0.76335,0.6,0.5,0.0025835037231445312,긍정적,https://news.google.com/rss/articles/CBMihAFBVV95cUxOaWJYQURJc2kySnpXVmVhZzE4QmYxYXo5TVNPeGhWbGxBYWt3ZUxfc3duTWpJbG1keWczYlhYX2Nnb3hmcDBKazZ3T1g0Y3VoSXhKZDROb3RoUWd3ZnRDU1Bzb2pHbnlwU1U5bTViX0FMNENTdHQwNXlrTzFEZDJPaGttbmI?oc=5,2025-03-12 01:54:33
tariff,Japan Fails to Win Tariff Exemptions During Washington Visit,The New York Times,US,liberal,0.53382,0.7294,0.6,0.25,0.0003101825714111328,중립적,https://news.google.com/rss/articles/CBMikgFBVV95cUxNdEhfQzJWdldhMkJxZlRpM3JWakstQllCdU45dWdIMm1CeTdBdTMtSXE0SUVwRnN3RFFRQlpPX1BIcUNCMHZ2ZF9kNHYtSEpoVGd6c1Rja185dTAtYVFHQTktSC1KV3JQamg4a2RCZDNkcVg2NV9YRnJtV1p0dGstSmlnbDMzb3Zuank4NmY4RWc4Zw?oc=5,2025-03-12 01:54:33
tariff,Trump doubles metal tariffs on Canada as trade war deepens,The Telegraph,UK,conservative,0.33526,0.0842,0.4,0.5,0.0017718672752380371,매우 부정적,https://news.google.com/rss/articles/CBMipwFBVV95cUxPQXduajlzTlMzVmhmN2M5V2xKdFVvRWpOSGFNRWc5TUZicE0tNXVrV19HY0gzaWd4d0NOYW52QkdKZVhmbzlfUERyaTVybVRpa2NfYXlqTWExQTN6ZVVOcmphc2tiTjBGNXF4aGhsQ3FOdm56eFVsZUgtZnQ5Y2tvYnRReHRnV2xPaGFqSHF2aTFhd25OMEtENXdpcXFPZ19VZThWMjc0RQ?oc=5,2025-03-12 01:54:33
tariff,Wall Street plummets over Trump recession fears,The Telegraph,UK,conservative,0.3481099995529652,0.0937,0.5,0.3999999985098839,0.0005168914794921875,매우 부정적,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQaEQ5ZlozeEdrblNkeV91RmJ0ZEdKb3VaVE1MLUw2OEhVamFlSE1JQXFGVHVWem5SUUZxOHZyNzRXVFFOUTZrRU1qWTZjUEtoY093UXIyMkc5TDA0VFQ1Q2w1T2c1RFZJVDNueEtrM0JfaDRLRzlRRy1sS2xXTUJqRExSY3BLRzR1ZjRqVnZoMnJjQ2plNVN5N3VvXy1CcUt0dThSR0lXQ05OUm8?oc=5,2025-03-12 01:54:33
tariff,China says it is ‘ready for war’ with America,The Telegraph,UK,conservative,0.4600000000000001,0.5,0.4,0.5,0.003003835678100586,중립적,https://news.google.com/rss/articles/CBMirwFBVV95cUxQX1VVb2xWR3NKdXcxekxLaWo3ZGh6ME1lOHNkaTZMajVFSVUxb1ZhaDhpdXVVZEpVajBpb3JidWNSRjByZHNUVUZxSzFhVnVYQVk1RnhOQjJTOWhJZ2dDSTVFZDRyS2E3bE15M2hkUnVQOU1jWXVwVkNpcS1YWWJaX3NZZmtCMWFFVUhlVjRxQVlxSERURWhXYVduS1hyLTBVT2p2YmMxWFdlbU4ta24w?oc=5,2025-03-12 01:54:33
tariffs,Trump threatens new tariffs on Canada and warns he will shut down its auto industry,CNN,US,liberal,0.24724000178813937,0.14079999999999998,0.4,0.15000000596046448,0.0014976263046264648,매우 부정적,https://news.google.com/rss/articles/CBMie0FVX3lxTE83OXRJd3I3ajlvZFp6VFBtZ3ZKQTlpLXBHN0J2dnRZdWM4QUlJN2RpZHluM2ExQkNyMG5JNWRiRFpxeHctb0o3VFVIVWZ0a2RGRlFrSy1JT1FGNEstOXkwSENySHhveXlZcTRXTUw3N0ltV3JoVDlIRVBab9IBckFVX3lxTE85dmMyYlhCZmFEeDNKdHB0bGd3OGMyR01iR2VxYjI0MlJUQ0pBX2NUQVJaY3hlNFNCVmdiMmZNUWZDLWtUYVNGTmlKMDRLYm5Qd01UQVZHZ0hoUGR2WkV5S1JpRlVTaUEwc01zejVfeDhIQQ?oc=5,2025-03-12 01:54:33
tariffs,What Trump actually wants from tariffs,CNN,US,liberal,0.47999999910593033,0.5,0.6,0.29999999701976776,0.0015513896942138672,중립적,https://news.google.com/rss/articles/CBMif0FVX3lxTFB5S0dwclgzWTlEelp0elhOVWZ3bko5a2tMcnBJT3RzY2I5bklQeXgzd0hFODhuQ2kwaDhOWHZ4Wmd4cHdoaEJtWk5YaUI4M3E4SnhGTDY3TERCblZadUZTd2pwLW1SUnhqdmJfRXB2MUJDaHVpcGRpZzBpUTJ5dFU?oc=5,2025-03-12 01:54:33
tariffs,Ontario premier threatens to ‘shut off electricity completely’ for US if trade war escalates,CNN,US,liberal,0.23220999642372134,0.040700000000000014,0.4,0.19999998807907104,0.002961874008178711,매우 부정적,https://news.google.com/rss/articles/CBMilAFBVV95cUxOTFVIMmFRS2d2dDZQaF9uNDA3THF4dm83eThxZ1RlRE9Qc3ZFV25TdU1CNERpUC14RWMxZmpTZlZjdERUWFFnRFVVUVFSQUxReUkySDFfWDR3azVZVFZjWXkzX3lIX2lHMC1IYXhqbkFVMW0xR3c4WTU0TmdZdHg4bXZ5M0U5Zncwdll5NTJRZ1FRNmpD0gGLAUFVX3lxTE92XzhPSnQxS0Z4S05IRWZja1o1UmxfWTVGb0pDbC1VWDNzT1F1dTEteTFMUnBkMDZQSkpSekFsR3J1cTVJV0JqZEFJczdvY183R2cxSFRUcjlUQ2R3M2t3UjU4MEVSTWRtaXhwd3VVbGZTckNfUHNCZ1YxaTZpM3lMVjgtSF9NY0lqWDA?oc=5,2025-03-12 01:54:33
tariffs,"MORNING GLORY: Trump, tariffs, the CR and the tax cuts",Fox News,US,conservative,0.6308399995529651,0.9028,0.6,0.3999999985098839,0.0019577741622924805,긍정적,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5oSVdQZ3JsVVV5WXJBaFV3dXZ6U1o1WThyM0pjTl9wWkhUUDFleUt6YzV0eTFQWk5YZV96WWVIb3BEaFI0TlZGaXJUaUN4c0loTk9qR1VHcmNFZWtXY2ZVV2dGNGhCS05v?oc=5,2025-03-12 01:54:33
tariffs,Trump says intel pause on Ukraine has been 'just about' lifted; says tariffs will make America rich,Fox News,US,conservative,0.6036099991059303,0.7787,0.7,0.29999999701976776,0.04702359437942505,긍정적,https://news.google.com/rss/articles/CBMiqwFBVV95cUxON3JrOWxSMm11UFdDSE0yM01zdzNSWHBrZmZVQ2ZHRDVROC1YcFhIWldVRXpfZWEzSHZfeGt4LTNrUWxZMTB4TUZyZVU4WERvWEQ3eldneklSZmlsUzQ0d21QZ1c2SjM2WmM5N2xpOWdhM19GN2xnQ0tCUU1vMlpFeVFBMTAxeFFGWjdsYkpMaDJ2VzhSRE94anZxektfZkNNeXROYTJ5RUZtNGPSAbABQVVfeXFMUHY0cjhxWFRvTXdILW9YMmw1MHlHTHFIWUg1N2IxcGxqWXJhb25rMS1HOWVwUTBGLWRES0hrLWFWSTlYQ1ZVdHhJbFdCWFpqajNHVWJlb0F2OFdwLWFVZV9qaUpCdGJnVmdKZnM0ZVVvbFI5SUlhN2w4bzRLZTNvMG5FeGtMQnNhR3FoaFF2elRCdmZOY1QzMVU0ZUVjVjhORGY0MllOTEJPUS1rcFl0cm0?oc=5,2025-03-12 01:54:33
tariffs,Trump says he paused some tariffs to ‘help’ Mexico and Canada to a ‘certain extent’,Fox News,US,conservative,0.4949999982118607,0.5,0.6,0.3499999940395355,0.001329183578491211,중립적,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBaNmUwTmJFc2wwMnhsTWNBNG41UWtJZlE1T1lHMkZIVjNJQXBCMEJvMjloakhnUWk2LVBCRmZVMjh4V0UxLXpOellaQU1ydEhrWUpCeXd3?oc=5,2025-03-12 01:54:33
tariffs,Stock market sell-off deepens after Trump doubles tariffs on Canadian steel and aluminium imports to 50% – business live,The Guardian,UK,liberal,0.5499999995529651,0.5,0.7,0.3999999985098839,0.010814666748046875,중립적,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNQldhNDdmZnpBdTlTUlhweDBFYTdBbWxqMldXUjEyZDZEaFloakl4UTBkSkJQYnpVbFFNLXNWTXlxeU1kNzBXYjAtMkdsdzl0NEJYa3VvejlxN2hLdlNILVI4MWg1aUlyZlZvQm5XN0pSM3dfTDJuUy1mYnRzVGVMbk1Ubm9fbE1VbFNQejVKMlFpOXkwRUMtbGl5Y0pvNWNLVTNqYTJIdzdodXR4ZjM4SGRxQ3VoWHhWUDdKTzlrTE5rQ2VqUnlDRU5scTlTQ0pZaHdnZGo5QUVpNWh6WHVhajk3cnZvUGV3Q0dVSWFSck0?oc=5,2025-03-12 01:54:33
tariffs,Starmer to avoid immediate counter-tariffs if Trump puts levies on UK steel,The Guardian,UK,liberal,0.39099499955296513,0.23665000000000003,0.5,0.3999999985098839,0.0016668438911437988,부정적,https://news.google.com/rss/articles/CBMiowFBVV95cUxOSGw4eHVTZnBld0ViSFJZX0lrSXVRemM0ak5YZTVGZHdOYlBIM2lTTktIRUlISEJxb1VXSTYwVkYwVnZDalF6bjZ3T1dWMDhJZ1p1enV4enVsMjdYbnBBemJLVjFUOG5wd1RjMUkyVGpGelNlRlRoVUVseG5Mc2JXOS1sTjZuel9JOEkyc0g4V1NNaENhbjNscm1JSHlNYmFxQ1Nv?oc=5,2025-03-12 01:54:33
tariffs,Global stock markets register heavy falls as White House tries to talk up Trump tariffs,The Guardian,UK,liberal,0.47999999910593033,0.5,0.6,0.29999999701976776,0.00023227930068969727,중립적,https://news.google.com/rss/articles/CBMiggFBVV95cUxQSmwxU1J6SVBSelA5SmRmY3I4Q20wSmVaMlhmaURaOE5UM0ZYTUlaMFNCcUpxLVI1NUNNN2RlZ3RwaUpZbkIwYlRyUkpLUnpwcnVrRHB6aVJUUlhNbFF3WEFwU1poRjc3YmFFS0FrR1ZVX3pUSmlCY29kNWdsbUE2b1Vn?oc=5,2025-03-12 01:54:33
tariffs,"Trump Live Updates: Stock Market News, Canada Tariffs and More",The New York Times,US,liberal,0.5550000002235174,0.5,0.6,0.5500000007450581,0.0023036599159240723,긍정적,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9IdnlhVTZIdTlfVGhRQWZnTGJQZFhlUXFkV0FPbU9hQlllSEFVcjJrdm5NanhtMXZJaWI2MV8wVU1adjNMTEM0Q0J1N1lBYVh4MFVHTmNOZ0dnNExpS2hBUHM3Yw?oc=5,2025-03-12 01:54:33
tariffs,Trump Doubles Tariffs on Canadian Steel and Aluminum and Presses It to Join U.S.,The New York Times,US,liberal,0.619005,0.76335,0.6,0.5,0.0025835037231445312,긍정적,https://news.google.com/rss/articles/CBMihAFBVV95cUxOaWJYQURJc2kySnpXVmVhZzE4QmYxYXo5TVNPeGhWbGxBYWt3ZUxfc3duTWpJbG1keWczYlhYX2Nnb3hmcDBKazZ3T1g0Y3VoSXhKZDROb3RoUWd3ZnRDU1Bzb2pHbnlwU1U5bTViX0FMNENTdHQwNXlrTzFEZDJPaGttbmI?oc=5,2025-03-12 01:54:33
